S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
17639,20/05/2020,West Bengal,2961,1637,1074,250
17640,21/05/2020,West Bengal,3103,1714,1136,253
17641,22/05/2020,West Bengal,3197,1745,1193,259
17642,23/05/2020,West Bengal,3332,1846,1221,265
17643,24/05/2020,West Bengal,3459,1909,1281,269
17644,25/05/2020,West Bengal,3667,2056,1339,272
17645,26/05/2020,West Bengal,3816,2124,1414,278
17646,27/05/2020,West Bengal,4009,2240,1486,283
17647,28/05/2020,West Bengal,4192,2325,1578,289
17648,29/05/2020,West Bengal,4536,2573,1668,295
17649,30/05/2020,West Bengal,4813,2736,1775,302
17650,31/05/2020,West Bengal,5130,2851,1970,309
17651,01/06/2020,West Bengal,5501,3027,2157,317
17652,02/06/2020,West Bengal,5772,3141,2306,325
17653,03/06/2020,West Bengal,6168,3423,2410,335
17654,04/06/2020,West Bengal,6508,3583,2580,345
17655,05/06/2020,West Bengal,6876,3753,2768,355
17656,06/06/2020,West Bengal,7303,4025,2912,366
17657,07/06/2020,West Bengal,7738,4236,3119,383
17658,08/06/2020,West Bengal,8187,4488,3303,396
17659,09/06/2020,West Bengal,8613,4743,3465,405
17660,10/06/2020,West Bengal,8985,4950,3620,415
17661,11/06/2020,West Bengal,9328,5117,3779,432
17662,12/06/2020,West Bengal,9768,5338,3988,442
17663,13/06/2020,West Bengal,10244,5587,4206,451
17664,14/06/2020,West Bengal,10698,5693,4542,463
17665,15/06/2020,West Bengal,11087,5552,5060,475
17666,16/06/2020,West Bengal,11494,5515,5494,485
17667,17/06/2020,West Bengal,11909,5386,6028,495
17668,18/06/2020,West Bengal,12300,5261,6533,506
17669,19/06/2020,West Bengal,12735,5216,7001,518
17670,20/06/2020,West Bengal,13090,5258,7303,529
17671,21/06/2020,West Bengal,13531,5126,7865,540
17672,22/06/2020,West Bengal,13945,5093,8297,555
17673,23/06/2020,West Bengal,14358,5102,8687,569
17674,24/06/2020,West Bengal,14728,4930,9218,580
17675,25/06/2020,West Bengal,15173,4880,9702,591
17676,26/06/2020,West Bengal,15648,4852,10190,606
17677,27/06/2020,West Bengal,16190,5039,10535,616
17678,28/06/2020,West Bengal,16711,5293,10789,629
17679,29/06/2020,West Bengal,17283,5451,11193,639
17680,30/06/2020,West Bengal,17907,5535,11719,653
17681,01/07/2020,West Bengal,18559,5761,12130,668
17682,02/07/2020,West Bengal,19170,5959,12528,683
17683,03/07/2020,West Bengal,19819,6083,13037,699
17684,04/07/2020,West Bengal,20488,6200,13571,717
17685,05/07/2020,West Bengal,21231,6329,14166,736
17686,06/07/2020,West Bengal,22126,6658,14711,757
17687,07/07/2020,West Bengal,22987,6973,15235,779
17688,08/07/2020,West Bengal,23837,7243,15790,804
17689,09/07/2020,West Bengal,24823,7705,16291,827
17690,10/07/2020,West Bengal,25911,8231,16826,854
17691,11/07/2020,West Bengal,27109,8881,17348,880
17692,12/07/2020,West Bengal,28453,9588,17959,906
17693,13/07/2020,West Bengal,30013,10500,18581,932
17694,14/07/2020,West Bengal,31448,11279,19213,956
17695,15/07/2020,West Bengal,32838,11927,19931,980
17696,16/07/2020,West Bengal,34427,12747,20680,1000
17697,17/07/2020,West Bengal,36117,13679,21415,1023
17698,18/07/2020,West Bengal,38011,14709,22253,1049
17699,19/07/2020,West Bengal,40209,15594,23539,1076
17700,20/07/2020,West Bengal,42487,16492,24883,1112
17701,21/07/2020,West Bengal,44769,17204,26418,1147
17702,22/07/2020,West Bengal,47030,17813,28035,1182
17703,23/07/2020,West Bengal,49321,18450,29650,1221
17704,24/07/2020,West Bengal,51757,18846,31656,1255
17705,25/07/2020,West Bengal,53973,19154,33529,1290
17706,26/07/2020,West Bengal,56377,19391,35654,1332
17707,27/07/2020,West Bengal,58718,19595,37751,1372
17708,28/07/2020,West Bengal,60830,19502,39917,1411
17709,29/07/2020,West Bengal,62964,19493,42022,1449
17710,30/07/2020,West Bengal,65258,19652,44116,1490
17711,31/07/2020,West Bengal,67692,19900,46256,1536
17712,01/08/2020,West Bengal,70188,20233,48374,1581
17713,02/08/2020,West Bengal,72777,20631,50517,1629
17714,03/08/2020,West Bengal,75516,21108,52730,1678
17715,04/08/2020,West Bengal,78232,21683,54818,1731
17716,05/08/2020,West Bengal,80984,22315,56884,1785
17717,06/08/2020,West Bengal,83800,22992,58962,1846
17718,07/08/2020,West Bengal,86754,23829,61023,1902
17719,08/08/2020,West Bengal,89666,24652,63060,1954
17720,09/08/2020,West Bengal,92615,25486,65124,2005
17721,10/08/2020,West Bengal,95554,26375,67120,2059
17722,11/08/2020,West Bengal,98459,26031,70328,2100
17723,12/08/2020,West Bengal,101390,25846,73395,2149
17724,13/08/2020,West Bengal,104326,26003,76120,2203
17725,14/08/2020,West Bengal,107323,26447,78617,2259
17726,15/08/2020,West Bengal,110358,26850,81189,2319
17727,16/08/2020,West Bengal,113432,27219,83836,2377
17728,17/08/2020,West Bengal,116498,27299,86771,2428
17729,18/08/2020,West Bengal,119578,27402,89703,2473
17730,19/08/2020,West Bengal,122753,27535,92690,2528
17731,20/08/2020,West Bengal,125922,27678,95663,2581
17732,21/08/2020,West Bengal,129119,27696,98789,2634
17733,22/08/2020,West Bengal,132364,27804,101871,2689
17734,23/08/2020,West Bengal,135596,27900,104959,2737
17735,24/08/2020,West Bengal,138870,28069,108007,2794
17736,25/08/2020,West Bengal,141837,27694,111292,2851
17737,26/08/2020,West Bengal,144801,27349,114543,2909
17738,27/08/2020,West Bengal,147775,26954,117857,2964
17739,28/08/2020,West Bengal,150772,26709,121046,3017
17740,29/08/2020,West Bengal,153754,26349,124332,3073
17741,30/08/2020,West Bengal,156766,25996,127644,3126
17742,31/08/2020,West Bengal,159785,25657,130952,3176
17743,01/09/2020,West Bengal,162778,25280,134270,3228
17744,02/09/2020,West Bengal,165721,24822,137616,3283
17745,03/09/2020,West Bengal,168697,24445,140913,3339
17746,04/09/2020,West Bengal,171681,24039,144248,3394
17747,05/09/2020,West Bengal,174659,23654,147553,3452
17748,06/09/2020,West Bengal,177701,23390,150801,3510
17749,07/09/2020,West Bengal,180788,23218,154008,3562
17750,08/09/2020,West Bengal,183865,23216,157029,3620
17751,09/09/2020,West Bengal,186956,23254,160025,3677
17752,10/09/2020,West Bengal,190063,23341,162992,3730
17753,11/09/2020,West Bengal,193175,23377,166027,3771
17754,12/09/2020,West Bengal,196332,23461,169043,3828
17755,13/09/2020,West Bengal,199493,23521,172085,3887
17756,14/09/2020,West Bengal,202708,23624,175139,3945
17757,15/09/2020,West Bengal,205919,23693,178223,4003
17758,16/09/2020,West Bengal,209146,23942,181142,4062
17759,17/09/2020,West Bengal,212383,24147,184113,4123
17760,18/09/2020,West Bengal,215580,24336,187061,4183
17761,19/09/2020,West Bengal,218772,24509,190021,4242
17762,20/09/2020,West Bengal,221960,24648,193014,4298
17763,21/09/2020,West Bengal,225137,24806,195972,4359
17764,22/09/2020,West Bengal,228302,24898,198983,4421
17765,23/09/2020,West Bengal,231484,24971,202030,4483
17766,24/09/2020,West Bengal,234673,25101,205028,4544
17767,25/09/2020,West Bengal,237869,25221,208042,4606
17768,26/09/2020,West Bengal,241059,25374,211020,4665
17769,27/09/2020,West Bengal,244240,25544,213975,4721
17770,28/09/2020,West Bengal,247425,25723,216921,4781
17771,29/09/2020,West Bengal,250580,25899,219844,4837
17772,30/09/2020,West Bengal,253768,26064,222805,4899
17773,01/10/2020,West Bengal,257049,26332,225759,4958
17774,02/10/2020,West Bengal,260324,26552,228755,5017
17775,03/10/2020,West Bengal,263634,26865,231699,5070
17776,04/10/2020,West Bengal,266974,27130,234712,5132
17777,05/10/2020,West Bengal,270331,27439,237698,5194
17778,06/10/2020,West Bengal,273679,27717,240707,5255
17779,07/10/2020,West Bengal,277049,27988,243743,5318
17780,08/10/2020,West Bengal,280504,28361,246767,5376
17781,09/10/2020,West Bengal,284030,28854,249737,5439
17782,10/10/2020,West Bengal,287603,29296,252806,5501
17783,11/10/2020,West Bengal,291194,29793,255838,5563
17784,12/10/2020,West Bengal,294806,30236,258948,5622
17785,13/10/2020,West Bengal,298389,30604,262103,5682
17786,14/10/2020,West Bengal,302020,30988,265288,5744
17787,15/10/2020,West Bengal,305697,31505,268384,5808
17788,16/10/2020,West Bengal,309417,31984,271563,5870
17789,17/10/2020,West Bengal,313188,32500,274757,5931
17790,18/10/2020,West Bengal,317053,33121,277940,5992
17791,19/10/2020,West Bengal,321036,33927,281053,6056
17792,20/10/2020,West Bengal,325028,34584,284325,6119
17793,21/10/2020,West Bengal,329057,35170,287707,6180
17794,22/10/2020,West Bengal,333126,35579,291303,6244
17795,23/10/2020,West Bengal,337283,36064,294911,6308
17796,24/10/2020,West Bengal,341426,36471,298587,6368
17797,25/10/2020,West Bengal,345574,36807,302340,6427
17798,26/10/2020,West Bengal,349701,37017,306197,6487
17799,27/10/2020,West Bengal,353822,37190,310086,6546
17800,28/10/2020,West Bengal,357779,37172,314003,6604
17801,29/10/2020,West Bengal,361703,37111,317928,6664
17802,30/10/2020,West Bengal,365692,37094,321873,6725
17803,31/10/2020,West Bengal,369671,36999,325888,6784
17804,01/11/2020,West Bengal,373664,36886,329937,6841
17805,02/11/2020,West Bengal,377651,36761,333990,6900
17806,03/11/2020,West Bengal,381608,36576,338075,6957
17807,04/11/2020,West Bengal,385589,36443,342133,7013
17808,05/11/2020,West Bengal,389576,36246,346262,7068
17809,06/11/2020,West Bengal,393524,35953,350449,7122
17810,07/11/2020,West Bengal,397466,35557,354732,7177
17811,08/11/2020,West Bengal,401394,35088,359071,7235
17812,09/11/2020,West Bengal,405314,34566,363454,7294
17813,10/11/2020,West Bengal,409221,34021,367850,7350
17814,11/11/2020,West Bengal,413112,33444,372265,7403
17815,12/11/2020,West Bengal,416984,32836,376696,7452
17816,13/11/2020,West Bengal,420840,32185,381149,7506
17817,14/11/2020,West Bengal,424675,31501,385617,7557
17818,15/11/2020,West Bengal,428498,30792,390096,7610
17819,16/11/2020,West Bengal,431551,29314,394576,7661
17820,17/11/2020,West Bengal,434563,27897,398952,7714
17821,18/11/2020,West Bengal,438217,27111,403340,7766
17822,19/11/2020,West Bengal,441885,26296,407769,7820
17823,20/11/2020,West Bengal,445505,25873,411759,7873
17824,21/11/2020,West Bengal,449131,25599,415609,7923
17825,22/11/2020,West Bengal,452770,25391,419403,7976
17826,23/11/2020,West Bengal,456361,25207,423129,8025
17827,24/11/2020,West Bengal,459918,25030,426816,8072
17828,25/11/2020,West Bengal,463463,24880,430462,8121
17829,26/11/2020,West Bengal,466991,24752,434067,8172
17830,27/11/2020,West Bengal,470498,24670,437604,8224
17831,28/11/2020,West Bengal,473987,24617,441100,8270
17832,29/11/2020,West Bengal,477446,24537,444587,8322
17833,30/11/2020,West Bengal,480813,24405,448032,8376
17834,01/12/2020,West Bengal,483484,24298,450762,8424
17835,02/12/2020,West Bengal,486799,24221,454102,8476
17836,03/12/2020,West Bengal,490070,24166,457377,8527
17837,04/12/2020,West Bengal,493316,24106,460634,8576
17838,05/12/2020,West Bengal,496522,24045,463849,8628
17839,06/12/2020,West Bengal,499697,23964,467056,8677
17840,07/12/2020,West Bengal,502840,23894,470223,8723
17841,08/12/2020,West Bengal,505054,23829,472454,8771
17842,09/12/2020,West Bengal,507995,23750,475425,8820
17843,10/12/2020,West Bengal,510951,23650,478434,8867
17844,11/12/2020,West Bengal,513752,23451,481385,8916
17845,12/12/2020,West Bengal,516505,23281,484258,8966
17846,13/12/2020,West Bengal,519215,23034,487171,9010
17847,14/12/2020,West Bengal,521795,22573,490165,9057
17848,15/12/2020,West Bengal,523629,21384,493145,9100
17849,17/12/2020,West Bengal,528211,20143,498877,9191
17850,18/12/2020,West Bengal,530456,19597,501624,9235
17851,19/12/2020,West Bengal,532695,19065,504353,9277
17852,20/12/2020,West Bengal,534850,18460,507070,9320
17853,21/12/2020,West Bengal,536828,17771,509697,9360
17854,22/12/2020,West Bengal,538343,16903,512039,9401
17855,23/12/2020,West Bengal,539996,16248,514309,9439
17856,24/12/2020,West Bengal,541624,15689,516462,9473
17857,25/12/2020,West Bengal,543214,15193,518516,9505
17858,26/12/2020,West Bengal,544755,14749,520470,9536
17859,27/12/2020,West Bengal,546008,14108,522331,9569
17860,28/12/2020,West Bengal,547443,13774,524071,9598
17861,29/12/2020,West Bengal,548471,13161,525685,9625
17862,30/12/2020,West Bengal,549715,12788,527272,9655
17863,31/12/2020,West Bengal,550893,12381,528829,9683
17864,03/01/2021,West Bengal,554079,11008,533305,9766
17865,04/01/2021,West Bengal,554975,10446,534737,9792
17866,05/01/2021,West Bengal,555572,9671,536084,9817
17867,06/01/2021,West Bengal,556384,9293,537250,9841
17868,07/01/2021,West Bengal,557252,8868,538521,9863
17869,08/01/2021,West Bengal,558173,8476,539816,9881
17870,09/01/2021,West Bengal,559099,8245,540952,9902
17871,10/01/2021,West Bengal,559886,8034,541930,9922
17872,11/01/2021,West Bengal,560709,7881,542887,9941
17873,12/01/2021,West Bengal,561321,7538,543826,9957
17874,13/01/2021,West Bengal,562072,7392,544705,9975
17875,14/01/2021,West Bengal,562795,7303,545499,9993
17876,15/01/2021,West Bengal,563475,7272,546193,10010
17877,16/01/2021,West Bengal,564098,7223,546849,10026
17878,17/01/2021,West Bengal,564707,7151,547515,10041
17879,18/01/2021,West Bengal,565272,7083,548136,10053
17880,19/01/2021,West Bengal,565661,6893,548705,10063
17881,20/01/2021,West Bengal,566073,6781,549218,10074
17882,21/01/2021,West Bengal,566482,6675,549727,10080
17883,22/01/2021,West Bengal,566898,6565,550244,10089
17884,23/01/2021,West Bengal,567304,6470,550737,10097
17885,24/01/2021,West Bengal,567714,6396,551211,10107
17886,25/01/2021,West Bengal,568103,6323,551665,10115
17887,27/01/2021,West Bengal,568650,6028,552491,10131
17888,28/01/2021,West Bengal,568884,5868,552877,10139
17889,29/01/2021,West Bengal,569173,5781,553244,10148
17890,30/01/2021,West Bengal,569459,5711,553593,10155
17891,31/01/2021,West Bengal,569769,5671,553934,10164
17892,01/02/2021,West Bengal,569998,5553,554272,10173
17893,02/02/2021,West Bengal,570177,5420,554578,10179
17894,03/02/2021,West Bengal,570380,5305,554887,10188
17895,04/02/2021,West Bengal,570581,5196,555190,10195
17896,05/02/2021,West Bengal,570787,5097,555491,10199
17897,06/02/2021,West Bengal,570981,4992,555788,10201
17898,07/02/2021,West Bengal,571178,4895,556081,10202
17899,08/02/2021,West Bengal,571371,4794,556370,10207
17900,09/02/2021,West Bengal,571490,4632,556649,10209
17901,10/02/2021,West Bengal,571636,4496,556925,10215
17902,11/02/2021,West Bengal,571815,4387,557208,10220
17903,12/02/2021,West Bengal,572032,4313,557494,10225
17904,13/02/2021,West Bengal,572220,4233,557758,10229
17905,14/02/2021,West Bengal,572405,4160,558015,10230
17906,15/02/2021,West Bengal,572595,4086,558277,10232
17907,16/02/2021,West Bengal,572728,3960,558535,10233
17908,17/02/2021,West Bengal,572879,3854,558790,10235
17909,18/02/2021,West Bengal,573012,3736,559039,10237
17910,19/02/2021,West Bengal,573193,3672,559282,10239
17911,20/02/2021,West Bengal,573387,3625,559520,10242
17912,21/02/2021,West Bengal,573580,3579,559755,10246
17913,22/02/2021,West Bengal,573762,3525,559988,10249
17914,23/02/2021,West Bengal,573910,3440,560219,10251
17915,24/02/2021,West Bengal,574099,3399,560447,10253
17916,25/02/2021,West Bengal,574301,3377,560668,10256
17917,26/02/2021,West Bengal,574500,3353,560887,10260
17918,27/02/2021,West Bengal,574716,3343,561110,10263
17919,01/03/2021,West Bengal,575118,3307,561543,10268
17920,02/03/2021,West Bengal,575316,3293,561755,10268
17921,03/03/2021,West Bengal,575487,3253,561964,10270
17922,04/03/2021,West Bengal,575712,3245,562195,10272
17923,06/03/2021,West Bengal,576176,3226,562675,10275
17924,07/03/2021,West Bengal,576435,3213,562945,10277
17925,08/03/2021,West Bengal,576623,3163,563182,10278
17926,09/03/2021,West Bengal,576838,3155,563403,10280
17927,10/03/2021,West Bengal,577026,3144,563601,10281
17928,11/03/2021,West Bengal,577267,3127,563857,10283
17929,13/03/2021,West Bengal,577788,3133,564368,10287
17930,14/03/2021,West Bengal,578064,3139,564637,10288
17931,15/03/2021,West Bengal,578347,3143,564912,10292
17932,16/03/2021,West Bengal,578598,3147,565156,10295
17933,17/03/2021,West Bengal,578853,3158,565398,10297
17934,18/03/2021,West Bengal,579156,3188,565670,10298
17935,19/03/2021,West Bengal,579479,3241,565938,10300
17936,20/03/2021,West Bengal,579826,3297,566228,10301
17937,21/03/2021,West Bengal,580209,3380,566526,10303
17938,22/03/2021,West Bengal,580631,3504,566821,10306
17939,23/03/2021,West Bengal,580999,3574,567117,10308
17940,24/03/2021,West Bengal,581403,3656,567437,10310
17941,25/03/2021,West Bengal,581865,3782,567771,10312
17942,27/03/2021,West Bengal,583027,4231,568476,10320
17943,28/03/2021,West Bengal,583839,4608,568909,10322
17944,29/03/2021,West Bengal,584666,4976,569366,10324
17945,30/03/2021,West Bengal,585305,5152,569828,10325
17946,31/03/2021,West Bengal,585933,5303,570303,10327
17947,01/04/2021,West Bengal,586915,5775,570811,10329
17948,02/04/2021,West Bengal,588189,6513,571345,10331
17949,03/04/2021,West Bengal,589922,7692,571895,10335
17950,04/04/2021,West Bengal,591658,8844,572474,10340
17951,05/04/2021,West Bengal,593615,10153,573118,10344
17952,06/04/2021,West Bengal,595576,11446,573782,10348
17953,07/04/2021,West Bengal,597634,12775,574504,10355
17954,08/04/2021,West Bengal,600024,14290,575371,10363
17955,09/04/2021,West Bengal,602807,16109,576328,10370
17956,10/04/2021,West Bengal,606455,18603,577474,10378
17957,11/04/2021,West Bengal,610498,21366,578742,10390
17958,12/04/2021,West Bengal,614896,23981,580515,10400
17959,13/04/2021,West Bengal,619407,26531,582462,10414
17960,14/04/2021,West Bengal,624224,29050,584740,10434
17961,15/04/2021,West Bengal,630116,32621,587037,10458
17962,16/04/2021,West Bengal,636885,36981,589424,10480
17963,17/04/2021,West Bengal,643795,41047,592242,10506
17964,18/04/2021,West Bengal,651508,45300,595668,10540
17965,19/04/2021,West Bengal,659927,49638,599721,10568
17966,20/04/2021,West Bengal,668353,53418,604329,10606
17967,21/04/2021,West Bengal,678172,58386,609134,10652
17968,22/04/2021,West Bengal,688956,63496,614750,10710
17969,23/04/2021,West Bengal,700904,68798,621340,10766
17970,24/04/2021,West Bengal,713780,74737,628218,10825
17971,25/04/2021,West Bengal,728061,81375,635802,10884
17972,26/04/2021,West Bengal,743950,88800,644209,10941
17973,27/04/2021,West Bengal,759942,94949,653984,11009
17974,28/04/2021,West Bengal,776345,100615,664648,11082
17975,29/04/2021,West Bengal,793552,105812,676581,11159
17976,30/04/2021,West Bengal,810955,110241,689466,11248
17977,01/05/2021,West Bengal,828366,113624,703398,11344
17978,02/05/2021,West Bengal,845878,116659,717772,11447
17979,03/05/2021,West Bengal,863393,118495,733359,11539
17980,04/05/2021,West Bengal,880894,119961,749296,11637
17981,05/05/2021,West Bengal,898533,120946,765843,11744
17982,06/05/2021,West Bengal,916635,121872,782916,11847
17983,07/05/2021,West Bengal,935066,122774,800328,11964
17984,08/05/2021,West Bengal,954282,124098,818108,12076
17985,09/05/2021,West Bengal,973718,125164,836351,12203
17986,10/05/2021,West Bengal,993159,126027,854805,12327
17987,11/05/2021,West Bengal,1012604,126663,873480,12461
17988,12/05/2021,West Bengal,1032740,127673,892474,12593
17989,13/05/2021,West Bengal,1053117,128684,911705,12728
17990,14/05/2021,West Bengal,1053117,128684,911705,12728
17991,15/05/2021,West Bengal,1073956,130213,930886,12857
17992,16/05/2021,West Bengal,1114313,131948,969228,13137
17993,17/05/2021,West Bengal,1133430,131805,988341,13284
17994,18/05/2021,West Bengal,1152433,131560,1007442,13431
17995,19/05/2021,West Bengal,1171861,131793,1026492,13576
17996,20/05/2021,West Bengal,1190867,131491,1045643,13733
17997,21/05/2021,West Bengal,1209958,131510,1064553,13895
17998,22/05/2021,West Bengal,1229805,132181,1083570,14054
17999,23/05/2021,West Bengal,1248668,131688,1102772,14208
18000,24/05/2021,West Bengal,1267090,130525,1122201,14364
18001,25/05/2021,West Bengal,1284973,128585,1141871,14517
18002,26/05/2021,West Bengal,1301978,126376,1160928,14674
18003,27/05/2021,West Bengal,1318203,123377,1179999,14827
18004,28/05/2021,West Bengal,1331249,117154,1199120,14975
18005,30/05/2021,West Bengal,1354956,102398,1237290,15268
18006,31/05/2021,West Bengal,1366240,94898,1255932,15410
18007,01/06/2021,West Bengal,1376377,87048,1273788,15541
18008,02/06/2021,West Bengal,1385801,78613,1291510,15678
18009,03/06/2021,West Bengal,1394724,70015,1308896,15813
18010,04/06/2021,West Bengal,1403535,61780,1325834,15921
18011,05/06/2021,West Bengal,1411448,53023,1342391,16034
18012,06/06/2021,West Bengal,1419130,44441,1358537,16152
18013,07/06/2021,West Bengal,1426132,35454,1374419,16259
18014,08/06/2021,West Bengal,1432019,26886,1388771,16362
18015,09/06/2021,West Bengal,1437446,19925,1401061,16460
